文字	面区点	水準	Unicode	UTF16
鍛	1-35-35	第1水準	U+935B	0x935B
団	1-35-36	第1水準	U+56E3	0x56E3
壇	1-35-37	第1水準	U+58C7	0x58C7
弾	1-35-38	第1水準	U+5F3E	0x5F3E
断	1-35-39	第1水準	U+65AD	0x65AD
暖	1-35-40	第1水準	U+6696	0x6696
檀	1-35-41	第1水準	U+6A80	0x6A80
段	1-35-42	第1水準	U+6BB5	0x6BB5
男	1-35-43	第1水準	U+7537	0x7537
談	1-35-44	第1水準	U+8AC7	0x8AC7
値	1-35-45	第1水準	U+5024	0x5024
知	1-35-46	第1水準	U+77E5	0x77E5
地	1-35-47	第1水準	U+5730	0x5730
弛	1-35-48	第1水準	U+5F1B	0x5F1B
恥	1-35-49	第1水準	U+6065	0x6065
智	1-35-50	第1水準	U+667A	0x667A
池	1-35-51	第1水準	U+6C60	0x6C60
痴	1-35-52	第1水準	U+75F4	0x75F4
稚	1-35-53	第1水準	U+7A1A	0x7A1A
置	1-35-54	第1水準	U+7F6E	0x7F6E
致	1-35-55	第1水準	U+81F4	0x81F4
蜘	1-35-56	第1水準	U+8718	0x8718
遅	1-35-57	第1水準	U+9045	0x9045
馳	1-35-58	第1水準	U+99B3	0x99B3
築	1-35-59	第1水準	U+7BC9	0x7BC9
畜	1-35-60	第1水準	U+755C	0x755C
竹	1-35-61	第1水準	U+7AF9	0x7AF9
筑	1-35-62	第1水準	U+7B51	0x7B51
蓄	1-35-63	第1水準	U+84C4	0x84C4
逐	1-35-64	第1水準	U+9010	0x9010
秩	1-35-65	第1水準	U+79E9	0x79E9
窒	1-35-66	第1水準	U+7A92	0x7A92
茶	1-35-67	第1水準	U+8336	0x8336
嫡	1-35-68	第1水準	U+5AE1	0x5AE1
着	1-35-69	第1水準	U+7740	0x7740
中	1-35-70	第1水準	U+4E2D	0x4E2D
仲	1-35-71	第1水準	U+4EF2	0x4EF2
宙	1-35-72	第1水準	U+5B99	0x5B99
忠	1-35-73	第1水準	U+5FE0	0x5FE0
抽	1-35-74	第1水準	U+62BD	0x62BD
昼	1-35-75	第1水準	U+663C	0x663C
柱	1-35-76	第1水準	U+67F1	0x67F1
注	1-35-77	第1水準	U+6CE8	0x6CE8
虫	1-35-78	第1水準	U+866B	0x866B
衷	1-35-79	第1水準	U+8877	0x8877
註	1-35-80	第1水準	U+8A3B	0x8A3B
酎	1-35-81	第1水準	U+914E	0x914E
鋳	1-35-82	第1水準	U+92F3	0x92F3
駐	1-35-83	第1水準	U+99D0	0x99D0
樗	1-35-84	第1水準	U+6A17	0x6A17
瀦	1-35-85	第1水準	U+7026	0x7026
猪	1-35-86	第1水準	U+732A	0x732A
苧	1-35-87	第1水準	U+82E7	0x82E7
著	1-35-88	第1水準	U+8457	0x8457
貯	1-35-89	第1水準	U+8CAF	0x8CAF
丁	1-35-90	第1水準	U+4E01	0x4E01
兆	1-35-91	第1水準	U+5146	0x5146
凋	1-35-92	第1水準	U+51CB	0x51CB
喋	1-35-93	第1水準	U+558B	0x558B
寵	1-35-94	第1水準	U+5BF5	0x5BF5
帖	1-36-01	第1水準	U+5E16	0x5E16
帳	1-36-02	第1水準	U+5E33	0x5E33
庁	1-36-03	第1水準	U+5E81	0x5E81
弔	1-36-04	第1水準	U+5F14	0x5F14
張	1-36-05	第1水準	U+5F35	0x5F35
彫	1-36-06	第1水準	U+5F6B	0x5F6B
徴	1-36-07	第1水準	U+5FB4	0x5FB4
懲	1-36-08	第1水準	U+61F2	0x61F2
挑	1-36-09	第1水準	U+6311	0x6311
暢	1-36-10	第1水準	U+66A2	0x66A2
朝	1-36-11	第1水準	U+671D	0x671D
潮	1-36-12	第1水準	U+6F6E	0x6F6E
牒	1-36-13	第1水準	U+7252	0x7252
町	1-36-14	第1水準	U+753A	0x753A
眺	1-36-15	第1水準	U+773A	0x773A
聴	1-36-16	第1水準	U+8074	0x8074
脹	1-36-17	第1水準	U+8139	0x8139
腸	1-36-18	第1水準	U+8178	0x8178
蝶	1-36-19	第1水準	U+8776	0x8776
調	1-36-20	第1水準	U+8ABF	0x8ABF
諜	1-36-21	第1水準	U+8ADC	0x8ADC
超	1-36-22	第1水準	U+8D85	0x8D85
跳	1-36-23	第1水準	U+8DF3	0x8DF3
銚	1-36-24	第1水準	U+929A	0x929A
長	1-36-25	第1水準	U+9577	0x9577
頂	1-36-26	第1水準	U+9802	0x9802
鳥	1-36-27	第1水準	U+9CE5	0x9CE5
勅	1-36-28	第1水準	U+52C5	0x52C5
捗	1-36-29	第1水準	U+6357	0x6357
直	1-36-30	第1水準	U+76F4	0x76F4
朕	1-36-31	第1水準	U+6715	0x6715
沈	1-36-32	第1水準	U+6C88	0x6C88
珍	1-36-33	第1水準	U+73CD	0x73CD
賃	1-36-34	第1水準	U+8CC3	0x8CC3
鎮	1-36-35	第1水準	U+93AE	0x93AE
陳	1-36-36	第1水準	U+9673	0x9673
津	1-36-37	第1水準	U+6D25	0x6D25
墜	1-36-38	第1水準	U+589C	0x589C
椎	1-36-39	第1水準	U+690E	0x690E
槌	1-36-40	第1水準	U+69CC	0x69CC
追	1-36-41	第1水準	U+8FFD	0x8FFD
鎚	1-36-42	第1水準	U+939A	0x939A
痛	1-36-43	第1水準	U+75DB	0x75DB
通	1-36-44	第1水準	U+901A	0x901A
塚	1-36-45	第1水準	U+585A	0x585A
栂	1-36-46	第1水準	U+6802	0x6802
掴	1-36-47	第1水準	U+63B4	0x63B4
槻	1-36-48	第1水準	U+69FB	0x69FB
佃	1-36-49	第1水準	U+4F43	0x4F43
漬	1-36-50	第1水準	U+6F2C	0x6F2C
柘	1-36-51	第1水準	U+67D8	0x67D8
辻	1-36-52	第1水準	U+8FBB	0x8FBB
蔦	1-36-53	第1水準	U+8526	0x8526
綴	1-36-54	第1水準	U+7DB4	0x7DB4
鍔	1-36-55	第1水準	U+9354	0x9354
椿	1-36-56	第1水準	U+693F	0x693F
潰	1-36-57	第1水準	U+6F70	0x6F70
坪	1-36-58	第1水準	U+576A	0x576A
壷	1-36-59	第1水準	U+58F7	0x58F7
嬬	1-36-60	第1水準	U+5B2C	0x5B2C
紬	1-36-61	第1水準	U+7D2C	0x7D2C
爪	1-36-62	第1水準	U+722A	0x722A
吊	1-36-63	第1水準	U+540A	0x540A
釣	1-36-64	第1水準	U+91E3	0x91E3
鶴	1-36-65	第1水準	U+9DB4	0x9DB4
亭	1-36-66	第1水準	U+4EAD	0x4EAD
低	1-36-67	第1水準	U+4F4E	0x4F4E
停	1-36-68	第1水準	U+505C	0x505C
偵	1-36-69	第1水準	U+5075	0x5075
剃	1-36-70	第1水準	U+5243	0x5243
貞	1-36-71	第1水準	U+8C9E	0x8C9E
呈	1-36-72	第1水準	U+5448	0x5448
堤	1-36-73	第1水準	U+5824	0x5824
定	1-36-74	第1水準	U+5B9A	0x5B9A
帝	1-36-75	第1水準	U+5E1D	0x5E1D
底	1-36-76	第1水準	U+5E95	0x5E95
庭	1-36-77	第1水準	U+5EAD	0x5EAD
廷	1-36-78	第1水準	U+5EF7	0x5EF7
弟	1-36-79	第1水準	U+5F1F	0x5F1F
悌	1-36-80	第1水準	U+608C	0x608C
抵	1-36-81	第1水準	U+62B5	0x62B5
挺	1-36-82	第1水準	U+633A	0x633A
提	1-36-83	第1水準	U+63D0	0x63D0
梯	1-36-84	第1水準	U+68AF	0x68AF
汀	1-36-85	第1水準	U+6C40	0x6C40
碇	1-36-86	第1水準	U+7887	0x7887
禎	1-36-87	第1水準	U+798E	0x798E
程	1-36-88	第1水準	U+7A0B	0x7A0B
締	1-36-89	第1水準	U+7DE0	0x7DE0
艇	1-36-90	第1水準	U+8247	0x8247
訂	1-36-91	第1水準	U+8A02	0x8A02
諦	1-36-92	第1水準	U+8AE6	0x8AE6
蹄	1-36-93	第1水準	U+8E44	0x8E44
逓	1-36-94	第1水準	U+9013	0x9013
邸	1-37-01	第1水準	U+90B8	0x90B8
鄭	1-37-02	第1水準	U+912D	0x912D
釘	1-37-03	第1水準	U+91D8	0x91D8
鼎	1-37-04	第1水準	U+9F0E	0x9F0E
泥	1-37-05	第1水準	U+6CE5	0x6CE5
摘	1-37-06	第1水準	U+6458	0x6458
擢	1-37-07	第1水準	U+64E2	0x64E2
敵	1-37-08	第1水準	U+6575	0x6575
滴	1-37-09	第1水準	U+6EF4	0x6EF4
的	1-37-10	第1水準	U+7684	0x7684
笛	1-37-11	第1水準	U+7B1B	0x7B1B
適	1-37-12	第1水準	U+9069	0x9069
鏑	1-37-13	第1水準	U+93D1	0x93D1
溺	1-37-14	第1水準	U+6EBA	0x6EBA
哲	1-37-15	第1水準	U+54F2	0x54F2
徹	1-37-16	第1水準	U+5FB9	0x5FB9
撤	1-37-17	第1水準	U+64A4	0x64A4
轍	1-37-18	第1水準	U+8F4D	0x8F4D
迭	1-37-19	第1水準	U+8FED	0x8FED
鉄	1-37-20	第1水準	U+9244	0x9244
典	1-37-21	第1水準	U+5178	0x5178
填	1-37-22	第1水準	U+586B	0x586B
天	1-37-23	第1水準	U+5929	0x5929
展	1-37-24	第1水準	U+5C55	0x5C55
店	1-37-25	第1水準	U+5E97	0x5E97
添	1-37-26	第1水準	U+6DFB	0x6DFB
纏	1-37-27	第1水準	U+7E8F	0x7E8F
甜	1-37-28	第1水準	U+751C	0x751C
貼	1-37-29	第1水準	U+8CBC	0x8CBC
転	1-37-30	第1水準	U+8EE2	0x8EE2
顛	1-37-31	第1水準	U+985B	0x985B
点	1-37-32	第1水準	U+70B9	0x70B9
伝	1-37-33	第1水準	U+4F1D	0x4F1D
殿	1-37-34	第1水準	U+6BBF	0x6BBF
澱	1-37-35	第1水準	U+6FB1	0x6FB1
田	1-37-36	第1水準	U+7530	0x7530
電	1-37-37	第1水準	U+96FB	0x96FB
兎	1-37-38	第1水準	U+514E	0x514E
吐	1-37-39	第1水準	U+5410	0x5410
堵	1-37-40	第1水準	U+5835	0x5835
塗	1-37-41	第1水準	U+5857	0x5857
妬	1-37-42	第1水準	U+59AC	0x59AC
屠	1-37-43	第1水準	U+5C60	0x5C60
徒	1-37-44	第1水準	U+5F92	0x5F92
斗	1-37-45	第1水準	U+6597	0x6597
杜	1-37-46	第1水準	U+675C	0x675C
渡	1-37-47	第1水準	U+6E21	0x6E21
登	1-37-48	第1水準	U+767B	0x767B
菟	1-37-49	第1水準	U+83DF	0x83DF
賭	1-37-50	第1水準	U+8CED	0x8CED
途	1-37-51	第1水準	U+9014	0x9014
都	1-37-52	第1水準	U+90FD	0x90FD
鍍	1-37-53	第1水準	U+934D	0x934D
砥	1-37-54	第1水準	U+7825	0x7825
砺	1-37-55	第1水準	U+783A	0x783A
努	1-37-56	第1水準	U+52AA	0x52AA
度	1-37-57	第1水準	U+5EA6	0x5EA6
土	1-37-58	第1水準	U+571F	0x571F
奴	1-37-59	第1水準	U+5974	0x5974
怒	1-37-60	第1水準	U+6012	0x6012
倒	1-37-61	第1水準	U+5012	0x5012
党	1-37-62	第1水準	U+515A	0x515A
冬	1-37-63	第1水準	U+51AC	0x51AC
凍	1-37-64	第1水準	U+51CD	0x51CD
刀	1-37-65	第1水準	U+5200	0x5200
唐	1-37-66	第1水準	U+5510	0x5510
塔	1-37-67	第1水準	U+5854	0x5854
塘	1-37-68	第1水準	U+5858	0x5858
套	1-37-69	第1水準	U+5957	0x5957
宕	1-37-70	第1水準	U+5B95	0x5B95
島	1-37-71	第1水準	U+5CF6	0x5CF6
嶋	1-37-72	第1水準	U+5D8B	0x5D8B
悼	1-37-73	第1水準	U+60BC	0x60BC
投	1-37-74	第1水準	U+6295	0x6295
搭	1-37-75	第1水準	U+642D	0x642D
東	1-37-76	第1水準	U+6771	0x6771
桃	1-37-77	第1水準	U+6843	0x6843
梼	1-37-78	第1水準	U+68BC	0x68BC
棟	1-37-79	第1水準	U+68DF	0x68DF
盗	1-37-80	第1水準	U+76D7	0x76D7
淘	1-37-81	第1水準	U+6DD8	0x6DD8
湯	1-37-82	第1水準	U+6E6F	0x6E6F
涛	1-37-83	第1水準	U+6D9B	0x6D9B
灯	1-37-84	第1水準	U+706F	0x706F
燈	1-37-85	第1水準	U+71C8	0x71C8
当	1-37-86	第1水準	U+5F53	0x5F53
痘	1-37-87	第1水準	U+75D8	0x75D8
祷	1-37-88	第1水準	U+7977	0x7977
等	1-37-89	第1水準	U+7B49	0x7B49
答	1-37-90	第1水準	U+7B54	0x7B54
筒	1-37-91	第1水準	U+7B52	0x7B52
糖	1-37-92	第1水準	U+7CD6	0x7CD6
統	1-37-93	第1水準	U+7D71	0x7D71
到	1-37-94	第1水準	U+5230	0x5230
董	1-38-01	第1水準	U+8463	0x8463
蕩	1-38-02	第1水準	U+8569	0x8569
藤	1-38-03	第1水準	U+85E4	0x85E4
討	1-38-04	第1水準	U+8A0E	0x8A0E
謄	1-38-05	第1水準	U+8B04	0x8B04
豆	1-38-06	第1水準	U+8C46	0x8C46
踏	1-38-07	第1水準	U+8E0F	0x8E0F
逃	1-38-08	第1水準	U+9003	0x9003
透	1-38-09	第1水準	U+900F	0x900F
鐙	1-38-10	第1水準	U+9419	0x9419
陶	1-38-11	第1水準	U+9676	0x9676
頭	1-38-12	第1水準	U+982D	0x982D
騰	1-38-13	第1水準	U+9A30	0x9A30
闘	1-38-14	第1水準	U+95D8	0x95D8
働	1-38-15	第1水準	U+50CD	0x50CD
動	1-38-16	第1水準	U+52D5	0x52D5
同	1-38-17	第1水準	U+540C	0x540C
堂	1-38-18	第1水準	U+5802	0x5802
導	1-38-19	第1水準	U+5C0E	0x5C0E
憧	1-38-20	第1水準	U+61A7	0x61A7
撞	1-38-21	第1水準	U+649E	0x649E
洞	1-38-22	第1水準	U+6D1E	0x6D1E
瞳	1-38-23	第1水準	U+77B3	0x77B3
童	1-38-24	第1水準	U+7AE5	0x7AE5
胴	1-38-25	第1水準	U+80F4	0x80F4
萄	1-38-26	第1水準	U+8404	0x8404
道	1-38-27	第1水準	U+9053	0x9053
銅	1-38-28	第1水準	U+9285	0x9285
峠	1-38-29	第1水準	U+5CE0	0x5CE0
鴇	1-38-30	第1水準	U+9D07	0x9D07
匿	1-38-31	第1水準	U+533F	0x533F
得	1-38-32	第1水準	U+5F97	0x5F97
徳	1-38-33	第1水準	U+5FB3	0x5FB3
涜	1-38-34	第1水準	U+6D9C	0x6D9C
特	1-38-35	第1水準	U+7279	0x7279
督	1-38-36	第1水準	U+7763	0x7763
禿	1-38-37	第1水準	U+79BF	0x79BF
篤	1-38-38	第1水準	U+7BE4	0x7BE4
毒	1-38-39	第1水準	U+6BD2	0x6BD2
独	1-38-40	第1水準	U+72EC	0x72EC
読	1-38-41	第1水準	U+8AAD	0x8AAD
栃	1-38-42	第1水準	U+6803	0x6803
橡	1-38-43	第1水準	U+6A61	0x6A61
凸	1-38-44	第1水準	U+51F8	0x51F8
突	1-38-45	第1水準	U+7A81	0x7A81
椴	1-38-46	第1水準	U+6934	0x6934
届	1-38-47	第1水準	U+5C4A	0x5C4A
鳶	1-38-48	第1水準	U+9CF6	0x9CF6
苫	1-38-49	第1水準	U+82EB	0x82EB
寅	1-38-50	第1水準	U+5BC5	0x5BC5
酉	1-38-51	第1水準	U+9149	0x9149
瀞	1-38-52	第1水準	U+701E	0x701E
噸	1-38-53	第1水準	U+5678	0x5678
屯	1-38-54	第1水準	U+5C6F	0x5C6F
惇	1-38-55	第1水準	U+60C7	0x60C7
敦	1-38-56	第1水準	U+6566	0x6566
沌	1-38-57	第1水準	U+6C8C	0x6C8C
豚	1-38-58	第1水準	U+8C5A	0x8C5A
遁	1-38-59	第1水準	U+9041	0x9041
頓	1-38-60	第1水準	U+9813	0x9813
呑	1-38-61	第1水準	U+5451	0x5451
曇	1-38-62	第1水準	U+66C7	0x66C7
鈍	1-38-63	第1水準	U+920D	0x920D
奈	1-38-64	第1水準	U+5948	0x5948
那	1-38-65	第1水準	U+90A3	0x90A3
内	1-38-66	第1水準	U+5185	0x5185
乍	1-38-67	第1水準	U+4E4D	0x4E4D
凪	1-38-68	第1水準	U+51EA	0x51EA
薙	1-38-69	第1水準	U+8599	0x8599
謎	1-38-70	第1水準	U+8B0E	0x8B0E
灘	1-38-71	第1水準	U+7058	0x7058
捺	1-38-72	第1水準	U+637A	0x637A
鍋	1-38-73	第1水準	U+934B	0x934B
楢	1-38-74	第1水準	U+6962	0x6962
馴	1-38-75	第1水準	U+99B4	0x99B4
縄	1-38-76	第1水準	U+7E04	0x7E04
畷	1-38-77	第1水準	U+7577	0x7577
南	1-38-78	第1水準	U+5357	0x5357
楠	1-38-79	第1水準	U+6960	0x6960
軟	1-38-80	第1水準	U+8EDF	0x8EDF
難	1-38-81	第1水準	U+96E3	0x96E3
汝	1-38-82	第1水準	U+6C5D	0x6C5D
二	1-38-83	第1水準	U+4E8C	0x4E8C
尼	1-38-84	第1水準	U+5C3C	0x5C3C
弐	1-38-85	第1水準	U+5F10	0x5F10
迩	1-38-86	第1水準	U+8FE9	0x8FE9
匂	1-38-87	第1水準	U+5302	0x5302
賑	1-38-88	第1水準	U+8CD1	0x8CD1
肉	1-38-89	第1水準	U+8089	0x8089
虹	1-38-90	第1水準	U+8679	0x8679
廿	1-38-91	第1水準	U+5EFF	0x5EFF
日	1-38-92	第1水準	U+65E5	0x65E5
乳	1-38-93	第1水準	U+4E73	0x4E73
入	1-38-94	第1水準	U+5165	0x5165
如	1-39-01	第1水準	U+5982	0x5982
尿	1-39-02	第1水準	U+5C3F	0x5C3F
韮	1-39-03	第1水準	U+97EE	0x97EE
任	1-39-04	第1水準	U+4EFB	0x4EFB
妊	1-39-05	第1水準	U+598A	0x598A
忍	1-39-06	第1水準	U+5FCD	0x5FCD
認	1-39-07	第1水準	U+8A8D	0x8A8D
濡	1-39-08	第1水準	U+6FE1	0x6FE1
禰	1-39-09	第1水準	U+79B0	0x79B0
祢	1-39-10	第1水準	U+7962	0x7962
寧	1-39-11	第1水準	U+5BE7	0x5BE7
葱	1-39-12	第1水準	U+8471	0x8471
猫	1-39-13	第1水準	U+732B	0x732B
熱	1-39-14	第1水準	U+71B1	0x71B1
年	1-39-15	第1水準	U+5E74	0x5E74
念	1-39-16	第1水準	U+5FF5	0x5FF5
捻	1-39-17	第1水準	U+637B	0x637B
撚	1-39-18	第1水準	U+649A	0x649A
燃	1-39-19	第1水準	U+71C3	0x71C3
粘	1-39-20	第1水準	U+7C98	0x7C98
乃	1-39-21	第1水準	U+4E43	0x4E43
廼	1-39-22	第1水準	U+5EFC	0x5EFC
之	1-39-23	第1水準	U+4E4B	0x4E4B
埜	1-39-24	第1水準	U+57DC	0x57DC
嚢	1-39-25	第1水準	U+56A2	0x56A2
悩	1-39-26	第1水準	U+60A9	0x60A9
濃	1-39-27	第1水準	U+6FC3	0x6FC3
納	1-39-28	第1水準	U+7D0D	0x7D0D
能	1-39-29	第1水準	U+80FD	0x80FD
脳	1-39-30	第1水準	U+8133	0x8133
膿	1-39-31	第1水準	U+81BF	0x81BF
農	1-39-32	第1水準	U+8FB2	0x8FB2
覗	1-39-33	第1水準	U+8997	0x8997
蚤	1-39-34	第1水準	U+86A4	0x86A4
巴	1-39-35	第1水準	U+5DF4	0x5DF4
把	1-39-36	第1水準	U+628A	0x628A
播	1-39-37	第1水準	U+64AD	0x64AD
覇	1-39-38	第1水準	U+8987	0x8987
杷	1-39-39	第1水準	U+6777	0x6777
波	1-39-40	第1水準	U+6CE2	0x6CE2
派	1-39-41	第1水準	U+6D3E	0x6D3E
琶	1-39-42	第1水準	U+7436	0x7436
破	1-39-43	第1水準	U+7834	0x7834
婆	1-39-44	第1水準	U+5A46	0x5A46
罵	1-39-45	第1水準	U+7F75	0x7F75
芭	1-39-46	第1水準	U+82AD	0x82AD
馬	1-39-47	第1水準	U+99AC	0x99AC
俳	1-39-48	第1水準	U+4FF3	0x4FF3
廃	1-39-49	第1水準	U+5EC3	0x5EC3
拝	1-39-50	第1水準	U+62DD	0x62DD
排	1-39-51	第1水準	U+6392	0x6392
敗	1-39-52	第1水準	U+6557	0x6557
杯	1-39-53	第1水準	U+676F	0x676F
盃	1-39-54	第1水準	U+76C3	0x76C3
牌	1-39-55	第1水準	U+724C	0x724C
背	1-39-56	第1水準	U+80CC	0x80CC
肺	1-39-57	第1水準	U+80BA	0x80BA
輩	1-39-58	第1水準	U+8F29	0x8F29
配	1-39-59	第1水準	U+914D	0x914D
倍	1-39-60	第1水準	U+500D	0x500D
培	1-39-61	第1水準	U+57F9	0x57F9
媒	1-39-62	第1水準	U+5A92	0x5A92
梅	1-39-63	第1水準	U+6885	0x6885
楳	1-39-64	第1水準	U+6973	0x6973
煤	1-39-65	第1水準	U+7164	0x7164
狽	1-39-66	第1水準	U+72FD	0x72FD
買	1-39-67	第1水準	U+8CB7	0x8CB7
売	1-39-68	第1水準	U+58F2	0x58F2
賠	1-39-69	第1水準	U+8CE0	0x8CE0
陪	1-39-70	第1水準	U+966A	0x966A
這	1-39-71	第1水準	U+9019	0x9019
蝿	1-39-72	第1水準	U+877F	0x877F
秤	1-39-73	第1水準	U+79E4	0x79E4
矧	1-39-74	第1水準	U+77E7	0x77E7
萩	1-39-75	第1水準	U+8429	0x8429
伯	1-39-76	第1水準	U+4F2F	0x4F2F
剥	1-39-77	第1水準	U+5265	0x5265
博	1-39-78	第1水準	U+535A	0x535A
拍	1-39-79	第1水準	U+62CD	0x62CD
柏	1-39-80	第1水準	U+67CF	0x67CF
泊	1-39-81	第1水準	U+6CCA	0x6CCA
白	1-39-82	第1水準	U+767D	0x767D
箔	1-39-83	第1水準	U+7B94	0x7B94
粕	1-39-84	第1水準	U+7C95	0x7C95
舶	1-39-85	第1水準	U+8236	0x8236
薄	1-39-86	第1水準	U+8584	0x8584
迫	1-39-87	第1水準	U+8FEB	0x8FEB
曝	1-39-88	第1水準	U+66DD	0x66DD
漠	1-39-89	第1水準	U+6F20	0x6F20
爆	1-39-90	第1水準	U+7206	0x7206
縛	1-39-91	第1水準	U+7E1B	0x7E1B
莫	1-39-92	第1水準	U+83AB	0x83AB
駁	1-39-93	第1水準	U+99C1	0x99C1
麦	1-39-94	第1水準	U+9EA6	0x9EA6
函	1-40-01	第1水準	U+51FD	0x51FD
箱	1-40-02	第1水準	U+7BB1	0x7BB1
硲	1-40-03	第1水準	U+7872	0x7872
箸	1-40-04	第1水準	U+7BB8	0x7BB8
肇	1-40-05	第1水準	U+8087	0x8087
筈	1-40-06	第1水準	U+7B48	0x7B48
櫨	1-40-07	第1水準	U+6AE8	0x6AE8
幡	1-40-08	第1水準	U+5E61	0x5E61
肌	1-40-09	第1水準	U+808C	0x808C
畑	1-40-10	第1水準	U+7551	0x7551
畠	1-40-11	第1水準	U+7560	0x7560
八	1-40-12	第1水準	U+516B	0x516B
鉢	1-40-13	第1水準	U+9262	0x9262
溌	1-40-14	第1水準	U+6E8C	0x6E8C
発	1-40-15	第1水準	U+767A	0x767A
醗	1-40-16	第1水準	U+9197	0x9197
髪	1-40-17	第1水準	U+9AEA	0x9AEA
伐	1-40-18	第1水準	U+4F10	0x4F10
罰	1-40-19	第1水準	U+7F70	0x7F70
抜	1-40-20	第1水準	U+629C	0x629C
筏	1-40-21	第1水準	U+7B4F	0x7B4F
閥	1-40-22	第1水準	U+95A5	0x95A5
鳩	1-40-23	第1水準	U+9CE9	0x9CE9
噺	1-40-24	第1水準	U+567A	0x567A
塙	1-40-25	第1水準	U+5859	0x5859
蛤	1-40-26	第1水準	U+86E4	0x86E4
隼	1-40-27	第1水準	U+96BC	0x96BC
伴	1-40-28	第1水準	U+4F34	0x4F34
判	1-40-29	第1水準	U+5224	0x5224
半	1-40-30	第1水準	U+534A	0x534A
反	1-40-31	第1水準	U+53CD	0x53CD
叛	1-40-32	第1水準	U+53DB	0x53DB
帆	1-40-33	第1水準	U+5E06	0x5E06
搬	1-40-34	第1水準	U+642C	0x642C
斑	1-40-35	第1水準	U+6591	0x6591
板	1-40-36	第1水準	U+677F	0x677F
氾	1-40-37	第1水準	U+6C3E	0x6C3E
汎	1-40-38	第1水準	U+6C4E	0x6C4E
版	1-40-39	第1水準	U+7248	0x7248
犯	1-40-40	第1水準	U+72AF	0x72AF
班	1-40-41	第1水準	U+73ED	0x73ED
畔	1-40-42	第1水準	U+7554	0x7554
繁	1-40-43	第1水準	U+7E41	0x7E41
般	1-40-44	第1水準	U+822C	0x822C
藩	1-40-45	第1水準	U+85E9	0x85E9
販	1-40-46	第1水準	U+8CA9	0x8CA9
範	1-40-47	第1水準	U+7BC4	0x7BC4
釆	1-40-48	第1水準	U+91C6	0x91C6
煩	1-40-49	第1水準	U+7169	0x7169
頒	1-40-50	第1水準	U+9812	0x9812
飯	1-40-51	第1水準	U+98EF	0x98EF
挽	1-40-52	第1水準	U+633D	0x633D
晩	1-40-53	第1水準	U+6669	0x6669
番	1-40-54	第1水準	U+756A	0x756A
盤	1-40-55	第1水準	U+76E4	0x76E4
磐	1-40-56	第1水準	U+78D0	0x78D0
蕃	1-40-57	第1水準	U+8543	0x8543
蛮	1-40-58	第1水準	U+86EE	0x86EE
匪	1-40-59	第1水準	U+532A	0x532A
卑	1-40-60	第1水準	U+5351	0x5351
否	1-40-61	第1水準	U+5426	0x5426
妃	1-40-62	第1水準	U+5983	0x5983
庇	1-40-63	第1水準	U+5E87	0x5E87
彼	1-40-64	第1水準	U+5F7C	0x5F7C
悲	1-40-65	第1水準	U+60B2	0x60B2
扉	1-40-66	第1水準	U+6249	0x6249
批	1-40-67	第1水準	U+6279	0x6279
披	1-40-68	第1水準	U+62AB	0x62AB
斐	1-40-69	第1水準	U+6590	0x6590
比	1-40-70	第1水準	U+6BD4	0x6BD4
泌	1-40-71	第1水準	U+6CCC	0x6CCC
疲	1-40-72	第1水準	U+75B2	0x75B2
皮	1-40-73	第1水準	U+76AE	0x76AE
碑	1-40-74	第1水準	U+7891	0x7891
秘	1-40-75	第1水準	U+79D8	0x79D8
緋	1-40-76	第1水準	U+7DCB	0x7DCB
罷	1-40-77	第1水準	U+7F77	0x7F77
肥	1-40-78	第1水準	U+80A5	0x80A5
被	1-40-79	第1水準	U+88AB	0x88AB
誹	1-40-80	第1水準	U+8AB9	0x8AB9
費	1-40-81	第1水準	U+8CBB	0x8CBB
避	1-40-82	第1水準	U+907F	0x907F
非	1-40-83	第1水準	U+975E	0x975E
飛	1-40-84	第1水準	U+98DB	0x98DB
樋	1-40-85	第1水準	U+6A0B	0x6A0B
簸	1-40-86	第1水準	U+7C38	0x7C38
備	1-40-87	第1水準	U+5099	0x5099
尾	1-40-88	第1水準	U+5C3E	0x5C3E
微	1-40-89	第1水準	U+5FAE	0x5FAE
枇	1-40-90	第1水準	U+6787	0x6787
毘	1-40-91	第1水準	U+6BD8	0x6BD8
琵	1-40-92	第1水準	U+7435	0x7435
眉	1-40-93	第1水準	U+7709	0x7709
美	1-40-94	第1水準	U+7F8E	0x7F8E
鼻	1-41-01	第1水準	U+9F3B	0x9F3B
柊	1-41-02	第1水準	U+67CA	0x67CA
稗	1-41-03	第1水準	U+7A17	0x7A17
匹	1-41-04	第1水準	U+5339	0x5339
疋	1-41-05	第1水準	U+758B	0x758B
髭	1-41-06	第1水準	U+9AED	0x9AED
彦	1-41-07	第1水準	U+5F66	0x5F66
膝	1-41-08	第1水準	U+819D	0x819D
菱	1-41-09	第1水準	U+83F1	0x83F1
肘	1-41-10	第1水準	U+8098	0x8098
弼	1-41-11	第1水準	U+5F3C	0x5F3C
必	1-41-12	第1水準	U+5FC5	0x5FC5
畢	1-41-13	第1水準	U+7562	0x7562
筆	1-41-14	第1水準	U+7B46	0x7B46
逼	1-41-15	第1水準	U+903C	0x903C
桧	1-41-16	第1水準	U+6867	0x6867
姫	1-41-17	第1水準	U+59EB	0x59EB
